Sample,Class,Li,Be,B,Na,Mg,Al,Si,P,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Nb,Mo,Ag,Cd,Cs,Ba,Ta,W,Tl,Pb
S_11,Class_1,31.94 ,0.14 ,645.44 ,2098922.18 ,1258080.67 ,1590.83 ,13767.40 ,8093077.10 ,6069461.86 ,69598.68 ,164.31 ,25.34 ,23.14 ,246.58 ,9286.87 ,5.60 ,194.90 ,1845.75 ,13377.73 ,0.74 ,1.37 ,1004.00 ,1708.12 ,3234.93 ,1771.61 ,9.28 ,12.45 ,0.23 ,5.32 ,78.35 ,9.36 ,13.99 ,0.79 ,2.33 ,0.71 
S_12,Class_1,28.50 ,0.13 ,647.51 ,2028752.20 ,1043513.06 ,1728.57 ,13457.70 ,6239644.85 ,4637270.46 ,52832.54 ,136.12 ,8.74 ,51.04 ,193.60 ,11715.57 ,6.63 ,310.86 ,1979.66 ,15646.70 ,0.35 ,0.00 ,1051.80 ,1236.93 ,2511.81 ,1514.64 ,6.78 ,10.85 ,0.48 ,6.37 ,56.72 ,12.83 ,10.52 ,1.00 ,1.63 ,3.16 
S_13,Class_1,23.73 ,0.05 ,369.63 ,1815432.74 ,1210069.27 ,1043.21 ,13510.60 ,7761560.88 ,5891540.39 ,50031.39 ,118.71 ,15.24 ,29.39 ,244.84 ,11721.49 ,6.42 ,607.15 ,2922.46 ,16539.07 ,0.38 ,0.46 ,942.65 ,1631.34 ,3292.70 ,1034.48 ,7.63 ,34.08 ,0.62 ,8.25 ,75.12 ,10.81 ,13.52 ,1.19 ,2.94 ,1.34 
S_14,Class_1,31.55 ,0.05 ,873.14 ,2117952.50 ,926995.00 ,1015.21 ,13474.41 ,5587781.18 ,4417061.70 ,38654.37 ,171.82 ,6.55 ,14.54 ,164.01 ,8686.93 ,4.69 ,157.59 ,1518.74 ,12333.85 ,0.38 ,0.46 ,1088.85 ,1165.54 ,2481.47 ,1147.51 ,8.67 ,9.93 ,2.36 ,6.75 ,65.57 ,15.46 ,11.58 ,0.75 ,1.84 ,3.61 
S_15,Class_1,24.72 ,0.05 ,547.92 ,1902312.06 ,1074206.25 ,1210.51 ,13934.13 ,6886358.05 ,5222650.14 ,47801.36 ,166.41 ,14.07 ,75.17 ,196.77 ,8226.37 ,4.85 ,127.61 ,1429.51 ,11971.00 ,0.39 ,0.48 ,1702.16 ,1496.16 ,2946.61 ,960.23 ,7.02 ,7.99 ,0.69 ,7.27 ,66.35 ,16.01 ,13.66 ,0.74 ,2.13 ,3.01 
S_16,Class_1,51.30 ,0.00 ,827.10 ,3952692.60 ,1531549.50 ,1366.20 ,58861.50 ,12131085.60 ,15733347.30 ,88816.20 ,779.40 ,12.00 ,49.20 ,250.80 ,11183.40 ,6.00 ,41.40 ,1414.80 ,17020.80 ,0.30 ,0.00 ,1606.80 ,2367.30 ,3655.50 ,1788.60 ,8.40 ,9.30 ,1.20 ,6.90 ,82.50 ,17.70 ,5.70 ,0.60 ,2.10 ,0.30 
S_17,Class_1,51.90 ,0.00 ,1155.00 ,3444231.30 ,1397443.20 ,1250.10 ,39440.10 ,10996964.70 ,13099108.20 ,88234.80 ,661.80 ,6.60 ,50.70 ,225.60 ,11530.80 ,5.40 ,28.50 ,1161.90 ,13545.60 ,0.30 ,0.30 ,2428.80 ,1812.00 ,3011.40 ,1798.80 ,31.20 ,12.00 ,1.50 ,6.00 ,74.40 ,33.60 ,19.20 ,3.60 ,2.10 ,4.20 
S_18,Class_1,38.70 ,0.00 ,904.80 ,2485351.50 ,1225344.60 ,10614.00 ,40907.70 ,10464112.50 ,12953340.90 ,97939.50 ,642.90 ,9.00 ,31.20 ,246.60 ,12587.70 ,8.40 ,43.80 ,1578.90 ,15796.20 ,1.50 ,1.20 ,2000.10 ,1651.80 ,3039.00 ,1738.20 ,52.80 ,19.50 ,12.60 ,3.90 ,71.70 ,22.50 ,30.00 ,8.10 ,2.10 ,2.70 
S_19,Class_1,42.30 ,0.00 ,888.60 ,2627406.30 ,1182282.00 ,791.10 ,76222.50 ,9459909.60 ,12093339.00 ,78249.00 ,666.90 ,31.20 ,11.10 ,213.00 ,10932.90 ,4.50 ,20.40 ,1438.80 ,16045.20 ,0.30 ,0.00 ,1609.20 ,1652.70 ,2752.50 ,1730.10 ,2.70 ,7.50 ,1.50 ,6.90 ,69.30 ,22.50 ,2.40 ,0.60 ,2.10 ,0.90 
S_20,Class_1,54.30 ,0.00 ,1013.70 ,3612806.10 ,1549340.70 ,5127.60 ,75219.00 ,11834578.50 ,14866687.50 ,235453.20 ,887.10 ,19.80 ,68.10 ,479.40 ,19968.60 ,6.60 ,57.90 ,1721.10 ,21781.80 ,2.40 ,0.30 ,2761.20 ,2257.20 ,3533.40 ,4947.60 ,3.00 ,11.40 ,396.90 ,51.90 ,84.60 ,90.60 ,2.10 ,0.30 ,1.80 ,59.40 
S_21,Class_1,52.50 ,0.00 ,998.40 ,2798760.30 ,1306978.80 ,1209.30 ,58561.80 ,10788449.70 ,13763937.30 ,123765.30 ,714.30 ,19.20 ,15.60 ,176.40 ,15309.60 ,4.50 ,48.00 ,1303.80 ,15107.10 ,0.30 ,0.30 ,1766.70 ,2269.50 ,3147.60 ,1807.80 ,9.30 ,6.60 ,2.10 ,20.70 ,68.40 ,31.50 ,6.60 ,0.90 ,1.20 ,31.80 
S_22,Class_1,44.10 ,0.00 ,811.50 ,2851540.50 ,1137170.40 ,1144.50 ,55980.90 ,8770453.80 ,11080000.80 ,88234.50 ,610.50 ,6.30 ,22.50 ,171.60 ,12015.30 ,5.70 ,36.90 ,990.00 ,13795.50 ,0.00 ,0.00 ,2090.70 ,1525.50 ,2520.60 ,1815.30 ,13.80 ,9.00 ,2.10 ,10.50 ,65.40 ,19.50 ,9.00 ,0.90 ,1.50 ,4.20 
S_23,Class_1,28.20 ,0.00 ,437.10 ,2246614.80 ,1027735.20 ,1009.20 ,63892.80 ,8789944.80 ,12427510.20 ,52118.70 ,643.20 ,5.40 ,29.10 ,169.50 ,11581.50 ,4.80 ,38.70 ,1246.50 ,12303.30 ,0.00 ,0.00 ,1504.80 ,1791.60 ,2844.90 ,723.90 ,3.90 ,7.20 ,6.60 ,7.80 ,57.90 ,12.30 ,3.30 ,0.00 ,1.20 ,0.60 
S_24,Class_1,27.00 ,0.00 ,329.40 ,2122575.60 ,1222904.40 ,1175.40 ,50592.00 ,10098261.30 ,13265777.10 ,85107.30 ,672.90 ,18.00 ,31.50 ,198.90 ,11328.90 ,6.60 ,35.10 ,1264.20 ,15141.60 ,0.60 ,0.30 ,1197.30 ,1996.50 ,3020.70 ,1109.10 ,16.80 ,7.20 ,2.40 ,9.30 ,68.10 ,48.60 ,10.50 ,2.40 ,1.80 ,72.00 
S_25,Class_1,36.30 ,0.00 ,929.10 ,2542713.90 ,1112663.10 ,1806.60 ,74141.70 ,8257329.60 ,10517073.30 ,160456.80 ,589.20 ,9.00 ,46.80 ,187.20 ,10233.60 ,6.00 ,56.70 ,979.20 ,16614.00 ,0.00 ,0.00 ,2658.90 ,1589.10 ,2445.90 ,2595.30 ,2.70 ,13.50 ,0.90 ,6.00 ,61.80 ,30.30 ,2.10 ,0.60 ,1.50 ,0.90 
S_26,Class_1,30.90 ,0.00 ,485.40 ,2361570.60 ,1351059.90 ,920.40 ,75545.10 ,11082385.80 ,15692990.40 ,111312.30 ,741.30 ,10.80 ,51.30 ,176.70 ,11170.80 ,5.40 ,25.50 ,1454.10 ,15255.30 ,0.30 ,0.00 ,2014.80 ,2064.60 ,3616.20 ,1671.30 ,3.00 ,10.20 ,0.90 ,7.20 ,88.50 ,21.30 ,3.00 ,0.60 ,1.80 ,1.50 
S_27,Class_1,31.50 ,0.30 ,585.30 ,2196247.20 ,1247767.80 ,1013.70 ,60578.70 ,10090572.60 ,13429236.90 ,58146.90 ,671.10 ,6.60 ,7.20 ,159.90 ,8456.70 ,3.60 ,21.00 ,1115.70 ,12265.80 ,0.30 ,0.00 ,1468.50 ,1735.50 ,3100.20 ,968.10 ,6.30 ,6.30 ,0.60 ,4.20 ,73.80 ,15.90 ,4.50 ,0.30 ,1.50 ,15.90 
S_28,Class_1,36.60 ,0.30 ,502.50 ,2876047.50 ,1350311.70 ,1268.40 ,66701.10 ,11539781.70 ,16758281.10 ,77490.90 ,766.50 ,6.30 ,37.50 ,222.90 ,11124.60 ,5.10 ,28.20 ,1227.90 ,15113.10 ,0.00 ,0.00 ,1598.10 ,2316.30 ,3864.00 ,1216.20 ,3.90 ,7.80 ,2.40 ,5.10 ,94.50 ,54.00 ,3.30 ,0.30 ,2.10 ,0.00 
S_29,Class_1,24.90 ,0.00 ,463.20 ,2115120.30 ,1210523.40 ,1702.20 ,74010.00 ,9626120.40 ,13600659.00 ,81332.40 ,650.40 ,5.70 ,37.50 ,147.00 ,8486.70 ,5.40 ,23.70 ,1113.30 ,12480.00 ,0.30 ,0.00 ,2247.00 ,1614.90 ,3392.40 ,1452.00 ,3.00 ,6.90 ,1.50 ,4.20 ,77.70 ,16.50 ,2.40 ,0.60 ,1.80 ,0.90 
S_30,Class_1,39.60 ,0.00 ,576.60 ,2565607.50 ,1165369.20 ,557.10 ,63441.60 ,9309104.10 ,12375358.50 ,83471.40 ,600.60 ,5.70 ,9.30 ,218.10 ,9975.90 ,5.70 ,21.90 ,1215.30 ,16421.10 ,0.30 ,0.00 ,1698.00 ,1927.20 ,2837.40 ,1573.50 ,4.20 ,6.00 ,0.30 ,9.00 ,66.30 ,13.50 ,2.70 ,0.00 ,1.20 ,0.30 
S_31,Class_1,49.20 ,0.00 ,1006.20 ,2872359.00 ,1311463.20 ,835.50 ,31564.20 ,10138056.90 ,12626807.40 ,90507.30 ,646.20 ,12.30 ,39.60 ,199.50 ,7118.70 ,3.60 ,23.10 ,1228.20 ,13732.80 ,0.30 ,0.30 ,1534.50 ,1728.60 ,2898.00 ,1679.40 ,31.80 ,10.80 ,4.50 ,4.50 ,66.30 ,21.60 ,17.40 ,5.10 ,1.80 ,1.20 
S_32,Class_1,41.10 ,0.30 ,831.90 ,2933749.20 ,1360235.10 ,912.60 ,57388.50 ,11194482.00 ,13653555.00 ,95617.80 ,726.00 ,5.10 ,18.30 ,287.10 ,22206.00 ,6.60 ,56.70 ,1837.50 ,18234.30 ,0.30 ,0.30 ,2382.60 ,2112.60 ,3165.90 ,1789.20 ,5.70 ,12.90 ,1.20 ,7.50 ,74.40 ,26.10 ,4.20 ,0.30 ,1.80 ,19.50 
S_33,Class_1,27.90 ,0.30 ,375.30 ,2257525.20 ,1108884.00 ,3608.70 ,62989.20 ,9226561.50 ,11847068.40 ,143207.70 ,652.80 ,15.90 ,17.70 ,271.20 ,10594.50 ,7.20 ,47.10 ,1357.80 ,17576.10 ,0.30 ,0.30 ,2354.70 ,1752.60 ,2733.60 ,2223.30 ,5.10 ,12.30 ,38.40 ,5.70 ,62.40 ,24.60 ,3.90 ,0.00 ,1.50 ,1.50 
S_34,Class_1,31.20 ,0.00 ,493.50 ,2340692.70 ,1328554.20 ,1067.10 ,57293.70 ,11315381.70 ,14950133.40 ,103713.60 ,759.00 ,12.90 ,204.30 ,271.50 ,13975.50 ,6.00 ,54.00 ,1794.90 ,16659.30 ,0.30 ,0.00 ,3895.80 ,2001.60 ,3409.80 ,1593.90 ,9.30 ,8.40 ,1.50 ,9.30 ,75.60 ,19.80 ,6.00 ,0.90 ,1.50 ,29.10 
S_35,Class_1,38.40 ,0.30 ,1026.60 ,3068021.40 ,1279914.00 ,1309.80 ,77718.30 ,9522243.90 ,12855697.80 ,90430.80 ,675.90 ,3.60 ,24.30 ,191.40 ,12732.30 ,6.00 ,23.70 ,1353.30 ,18518.40 ,0.00 ,0.00 ,1704.60 ,1650.00 ,3005.40 ,2172.90 ,4.20 ,9.60 ,1.20 ,4.50 ,76.20 ,54.60 ,3.90 ,0.60 ,2.10 ,1.80 
S_36,Class_1,57.00 ,0.00 ,1290.60 ,3424145.70 ,1470163.20 ,2435.70 ,36486.60 ,13596352.50 ,16826048.40 ,82941.00 ,785.70 ,38.40 ,25.80 ,280.50 ,17329.20 ,8.70 ,33.90 ,2433.90 ,17498.10 ,0.90 ,0.60 ,1747.80 ,2118.00 ,4017.60 ,1917.30 ,43.50 ,17.40 ,6.60 ,6.90 ,93.00 ,15.00 ,27.00 ,6.30 ,3.60 ,0.30 
S_37,Class_1,39.30 ,0.00 ,675.60 ,2721961.50 ,1284375.30 ,1151.70 ,70425.00 ,9505844.10 ,11527467.90 ,136319.40 ,636.60 ,9.30 ,34.50 ,209.70 ,8834.40 ,5.70 ,37.80 ,1207.20 ,16162.80 ,0.30 ,0.00 ,1502.10 ,1723.80 ,2655.30 ,2121.30 ,3.90 ,6.90 ,1.80 ,3.60 ,59.40 ,23.70 ,3.00 ,0.30 ,1.80 ,0.60 
S_38,Class_1,38.40 ,0.00 ,635.70 ,2717635.20 ,1302367.20 ,555.90 ,46231.80 ,10907875.80 ,14098095.60 ,73980.00 ,669.00 ,33.60 ,12.30 ,236.10 ,11176.50 ,5.10 ,31.50 ,1213.20 ,12973.50 ,0.30 ,0.30 ,1638.90 ,1940.40 ,3233.40 ,1245.30 ,17.40 ,10.80 ,6.00 ,8.70 ,79.50 ,10.80 ,10.20 ,2.10 ,2.10 ,9.60 
S_39,Class_1,24.00 ,0.30 ,359.70 ,2135973.60 ,1350207.30 ,2130.00 ,63207.60 ,11186966.70 ,15980760.00 ,67965.00 ,735.00 ,5.40 ,17.70 ,255.30 ,13140.90 ,6.00 ,126.00 ,1374.90 ,15932.10 ,0.30 ,0.00 ,2262.60 ,2325.90 ,3696.60 ,1113.60 ,6.00 ,8.40 ,13.80 ,8.40 ,80.70 ,10.80 ,4.20 ,0.00 ,1.80 ,4.20 
S_40,Class_1,42.30 ,0.00 ,706.20 ,2749275.30 ,1196021.10 ,1055.40 ,70023.30 ,9605880.30 ,12955398.00 ,91435.80 ,702.60 ,4.80 ,22.50 ,168.00 ,11971.20 ,8.10 ,30.30 ,1374.00 ,15922.20 ,0.00 ,0.00 ,1980.90 ,1676.70 ,3041.70 ,1527.30 ,3.00 ,7.20 ,1.80 ,6.60 ,69.90 ,15.90 ,2.40 ,0.60 ,1.80 ,0.00 
S_41,Class_1,30.90 ,0.00 ,640.50 ,2610492.30 ,1498620.00 ,2117.10 ,65173.20 ,12214932.30 ,16145095.80 ,94836.00 ,825.00 ,8.10 ,111.30 ,248.70 ,13859.10 ,9.00 ,20.70 ,1634.10 ,18858.90 ,0.30 ,0.30 ,3702.00 ,2121.30 ,3629.70 ,1360.50 ,5.70 ,21.00 ,0.90 ,3.30 ,82.80 ,13.20 ,4.50 ,0.00 ,2.10 ,0.90 
S_42,Class_1,39.60 ,0.30 ,812.70 ,2688569.10 ,1334387.10 ,687.90 ,45400.50 ,11964745.80 ,13773161.70 ,108714.60 ,661.80 ,26.70 ,40.20 ,218.40 ,8616.00 ,5.10 ,109.20 ,1325.10 ,15238.20 ,0.30 ,0.60 ,1360.50 ,1967.40 ,3437.70 ,1326.60 ,18.00 ,9.00 ,0.60 ,4.80 ,72.60 ,42.00 ,18.90 ,2.10 ,2.10 ,8.70 
S_43,Class_1,30.30 ,0.00 ,675.30 ,1963008.60 ,841954.20 ,1109.70 ,58285.50 ,7200713.70 ,8868652.80 ,94835.70 ,563.40 ,12.30 ,43.20 ,154.20 ,6864.90 ,3.90 ,104.40 ,1083.60 ,11904.90 ,0.00 ,0.00 ,788.10 ,1187.10 ,2246.70 ,1540.50 ,4.80 ,8.10 ,0.60 ,4.50 ,55.20 ,40.50 ,5.40 ,0.30 ,1.20 ,9.00 
S_44,Class_1,33.60 ,0.30 ,711.00 ,2373884.40 ,1201192.80 ,693.00 ,48179.10 ,10582325.40 ,12090765.30 ,82923.60 ,619.80 ,7.80 ,33.30 ,204.60 ,9832.20 ,5.40 ,128.40 ,1353.00 ,14939.70 ,0.30 ,0.30 ,1595.40 ,1698.00 ,3390.00 ,1278.90 ,9.00 ,9.30 ,0.90 ,7.20 ,72.30 ,39.00 ,8.70 ,0.90 ,1.80 ,9.30 
S_45,Class_1,48.90 ,0.30 ,1102.50 ,3124984.20 ,1244276.10 ,879.90 ,63228.00 ,10088160.30 ,11138867.10 ,110998.20 ,645.30 ,12.90 ,132.30 ,257.10 ,13800.90 ,7.20 ,119.40 ,1365.00 ,15714.00 ,0.30 ,0.00 ,2085.90 ,2128.50 ,2875.50 ,2271.30 ,3.30 ,14.70 ,1.20 ,11.40 ,65.40 ,29.40 ,5.40 ,0.00 ,1.20 ,11.10 
S_46,Class_1,22.80 ,0.30 ,318.90 ,2188314.30 ,1149963.30 ,7892.70 ,63033.30 ,11629366.20 ,13014148.20 ,99091.50 ,3368.40 ,10.80 ,34.50 ,247.50 ,12577.80 ,6.30 ,114.60 ,1556.70 ,18465.30 ,0.30 ,0.00 ,3723.00 ,1979.70 ,3288.00 ,1450.20 ,0.00 ,15.00 ,0.30 ,9.90 ,71.70 ,36.00 ,1.50 ,0.30 ,1.50 ,9.30 
S_47,Class_1,41.70 ,0.30 ,1034.40 ,2830545.60 ,1291611.90 ,688.50 ,46755.00 ,11405638.50 ,13009733.10 ,119238.90 ,625.20 ,8.70 ,53.10 ,208.20 ,10531.80 ,5.70 ,118.80 ,1422.60 ,16519.50 ,0.30 ,0.60 ,1401.90 ,2210.40 ,3301.20 ,1682.70 ,12.30 ,8.70 ,1.20 ,6.60 ,74.40 ,41.70 ,11.40 ,1.20 ,1.50 ,10.50 
S_48,Class_1,46.80 ,0.30 ,919.80 ,2266849.20 ,927736.20 ,1684.50 ,223.20 ,8590046.70 ,9123106.50 ,182872.80 ,632.70 ,30.60 ,48.90 ,208.50 ,7819.80 ,5.70 ,57.60 ,1118.70 ,13091.10 ,0.90 ,0.90 ,1907.10 ,1307.40 ,2305.80 ,1971.90 ,50.70 ,16.80 ,1.20 ,6.90 ,56.70 ,51.00 ,37.50 ,7.20 ,1.50 ,3.90 
S_49,Class_1,27.30 ,0.00 ,818.40 ,2185045.20 ,987131.10 ,1857.90 ,157131.90 ,7699042.20 ,8433509.40 ,177301.20 ,749.10 ,6.90 ,51.30 ,147.30 ,8987.70 ,5.40 ,69.30 ,1038.30 ,13004.10 ,0.90 ,0.90 ,1318.50 ,1280.40 ,2270.40 ,2261.40 ,3.30 ,10.50 ,1.20 ,4.80 ,50.10 ,89.40 ,3.90 ,0.30 ,1.20 ,5.40 
S_50,Class_1,62.10 ,0.00 ,1346.10 ,3425310.60 ,1339650.30 ,926.40 ,40980.60 ,12191769.90 ,13882607.70 ,155340.30 ,704.70 ,26.70 ,76.80 ,256.80 ,15724.80 ,7.20 ,118.20 ,1542.90 ,18506.40 ,0.30 ,0.30 ,1851.90 ,2463.30 ,3589.20 ,2490.60 ,12.60 ,12.30 ,2.10 ,21.00 ,82.20 ,41.70 ,13.20 ,1.50 ,1.80 ,10.50 
S_51,Class_1,37.20 ,0.30 ,1070.40 ,3264827.40 ,1218912.90 ,1114.20 ,219079.50 ,10145227.20 ,11978092.20 ,219348.30 ,902.10 ,11.40 ,83.10 ,226.20 ,17189.70 ,7.80 ,56.70 ,1524.30 ,19500.30 ,0.30 ,0.30 ,2205.90 ,1743.00 ,3074.10 ,2674.20 ,1.50 ,11.10 ,1.20 ,9.00 ,78.90 ,41.40 ,3.00 ,0.30 ,1.80 ,3.30 
S_52,Class_1,32.10 ,0.30 ,846.90 ,1969693.20 ,862772.10 ,1134.30 ,44255.10 ,7735119.00 ,8664530.70 ,100288.80 ,597.30 ,12.60 ,45.90 ,161.10 ,8470.50 ,4.80 ,113.40 ,1019.10 ,13590.30 ,0.30 ,0.00 ,2490.90 ,1436.70 ,2179.50 ,1647.60 ,24.30 ,9.90 ,0.90 ,12.30 ,50.40 ,43.50 ,23.10 ,2.70 ,1.20 ,9.00 
S_53,Class_1,37.50 ,0.30 ,797.40 ,2441533.50 ,1041674.70 ,1160.10 ,54212.40 ,9633976.80 ,11425199.40 ,154422.00 ,733.80 ,6.90 ,65.10 ,181.50 ,8437.50 ,5.70 ,36.60 ,1268.70 ,14226.90 ,0.60 ,0.00 ,1690.50 ,1681.20 ,2918.40 ,2417.10 ,3.30 ,11.70 ,0.30 ,5.10 ,66.30 ,15.30 ,4.20 ,0.00 ,1.50 ,3.30 
S_54,Class_1,54.60 ,0.30 ,1069.80 ,3137727.60 ,1362660.30 ,3166.50 ,11376.30 ,11715035.70 ,12674114.70 ,153143.70 ,781.50 ,46.20 ,50.40 ,267.30 ,10403.70 ,5.70 ,29.10 ,1371.90 ,18057.60 ,0.90 ,0.90 ,1817.70 ,1922.40 ,3116.10 ,1914.30 ,30.60 ,17.10 ,0.30 ,4.50 ,69.90 ,16.80 ,25.20 ,4.50 ,2.10 ,0.60 
S_55,Class_1,32.10 ,0.00 ,658.20 ,2410270.20 ,1220732.70 ,1066.50 ,39788.40 ,10624461.90 ,12415212.60 ,84605.40 ,637.50 ,19.80 ,42.00 ,213.00 ,8824.50 ,5.10 ,106.20 ,1383.90 ,14288.70 ,0.30 ,0.60 ,1130.70 ,1753.80 ,3129.30 ,1239.00 ,30.00 ,13.80 ,1.20 ,30.30 ,76.50 ,41.40 ,26.40 ,4.20 ,3.00 ,9.90 
S_56,Class_1,26.40 ,0.30 ,596.70 ,2315774.10 ,1219012.80 ,1447.50 ,63774.30 ,10845352.80 ,12414171.60 ,72183.90 ,939.00 ,20.70 ,66.90 ,234.00 ,9141.90 ,5.70 ,24.60 ,1279.80 ,14067.30 ,0.00 ,0.30 ,1311.00 ,1629.90 ,3138.90 ,1271.70 ,3.90 ,14.40 ,0.00 ,42.90 ,73.20 ,12.90 ,4.80 ,0.00 ,2.40 ,6.90 
S_57,Class_1,41.40 ,0.00 ,883.20 ,2784004.80 ,1259940.00 ,38850.60 ,217602.60 ,9902645.70 ,11020285.20 ,163673.70 ,840.00 ,15.90 ,64.80 ,310.50 ,27770.40 ,9.60 ,59.70 ,1508.10 ,16238.70 ,6.00 ,0.90 ,1347.30 ,1701.60 ,2862.90 ,1850.70 ,3.30 ,13.50 ,0.60 ,11.70 ,70.20 ,39.60 ,4.20 ,0.60 ,2.10 ,4.20 
S_58,Class_1,25.20 ,0.30 ,501.90 ,1824266.40 ,922731.60 ,699.30 ,62155.80 ,7451233.20 ,7947948.30 ,99408.60 ,466.20 ,24.30 ,32.70 ,183.30 ,10142.70 ,6.60 ,107.40 ,1137.30 ,13869.90 ,0.00 ,0.00 ,1107.30 ,1578.60 ,1958.70 ,1770.30 ,6.90 ,11.70 ,1.50 ,9.00 ,47.10 ,50.70 ,7.80 ,0.30 ,1.50 ,10.20 
S_59,Class_1,47.10 ,0.00 ,720.60 ,2390249.40 ,1086490.20 ,142.50 ,61575.90 ,8295390.60 ,9301329.90 ,117026.40 ,483.60 ,9.30 ,27.60 ,194.10 ,7908.90 ,5.10 ,21.00 ,1322.40 ,14580.30 ,0.00 ,0.30 ,2875.20 ,1661.70 ,2389.50 ,2032.50 ,3.60 ,10.20 ,0.00 ,4.50 ,58.20 ,16.80 ,6.00 ,0.30 ,1.50 ,2.10 
S_60,Class_1,45.30 ,0.30 ,1170.90 ,2960268.00 ,1237886.10 ,1377.30 ,57903.60 ,10837059.30 ,12198474.90 ,125275.80 ,878.10 ,8.70 ,96.30 ,215.10 ,9970.50 ,9.00 ,108.00 ,1508.70 ,17272.80 ,0.00 ,0.00 ,1573.20 ,1794.30 ,3120.00 ,2485.50 ,2.70 ,15.30 ,0.90 ,4.80 ,74.40 ,30.90 ,3.90 ,0.00 ,2.10 ,10.80 
S_61,Class_1,28.50 ,0.30 ,594.00 ,2154427.50 ,1065418.80 ,1170.30 ,67950.90 ,9716613.30 ,10949336.70 ,67178.70 ,598.50 ,4.50 ,22.20 ,197.40 ,11418.90 ,4.50 ,93.90 ,1438.80 ,13722.60 ,0.30 ,0.00 ,1838.10 ,1502.10 ,2760.90 ,1214.70 ,2.40 ,8.40 ,1.20 ,8.40 ,70.20 ,36.30 ,3.90 ,0.30 ,1.50 ,12.00 
S_62,Class_1,55.50 ,0.00 ,1141.20 ,3155112.00 ,1099185.30 ,677.10 ,61884.30 ,9639675.90 ,10088137.50 ,146973.60 ,612.00 ,19.80 ,29.40 ,216.60 ,17233.80 ,5.70 ,30.90 ,1248.00 ,16555.50 ,0.30 ,0.60 ,1929.90 ,1864.20 ,2592.00 ,2295.30 ,4.50 ,8.40 ,0.30 ,18.00 ,60.90 ,24.00 ,5.40 ,0.00 ,1.50 ,6.00 
S_63,Class_1,42.00 ,0.30 ,782.40 ,3331593.30 ,1295721.60 ,734.40 ,51965.70 ,11710731.60 ,13371674.10 ,156835.80 ,633.90 ,14.10 ,76.20 ,227.40 ,13335.90 ,7.80 ,120.30 ,1517.70 ,16773.00 ,0.30 ,0.00 ,1774.50 ,1991.40 ,3400.50 ,2468.70 ,9.30 ,14.70 ,1.50 ,26.10 ,75.90 ,43.80 ,10.20 ,0.60 ,1.80 ,10.50 
S_64,Class_1,42.60 ,0.30 ,1003.50 ,3189514.20 ,1385770.20 ,1000.80 ,64667.40 ,12898492.80 ,14988181.50 ,103026.00 ,792.60 ,22.80 ,38.40 ,336.60 ,12544.20 ,8.10 ,99.90 ,1850.10 ,18399.90 ,0.00 ,0.00 ,2617.80 ,1855.80 ,3734.70 ,1980.60 ,1.80 ,11.40 ,0.30 ,4.80 ,93.00 ,36.30 ,3.90 ,0.30 ,2.40 ,10.50 
S_65,Class_1,31.50 ,0.30 ,575.10 ,2086617.00 ,1091751.90 ,1652.10 ,47589.00 ,10085208.00 ,11864766.00 ,64911.90 ,872.10 ,26.40 ,37.20 ,244.80 ,10454.40 ,5.10 ,150.90 ,1374.60 ,14160.00 ,0.00 ,0.30 ,1089.30 ,1555.20 ,2981.10 ,859.80 ,11.40 ,11.70 ,0.90 ,26.10 ,62.40 ,42.00 ,10.50 ,1.50 ,1.50 ,9.90 
S_66,Class_1,67.20 ,0.00 ,649.20 ,3238532.70 ,1385545.80 ,147.00 ,59958.30 ,11549655.30 ,14271498.30 ,128425.80 ,594.30 ,14.40 ,91.20 ,227.70 ,11949.30 ,6.00 ,21.30 ,1564.20 ,14877.90 ,0.00 ,0.30 ,1204.80 ,2015.10 ,3552.00 ,2053.80 ,3.00 ,15.00 ,0.00 ,15.00 ,87.00 ,12.30 ,5.70 ,0.00 ,3.30 ,1.20 
S_67,Class_1,36.00 ,0.30 ,710.10 ,2414188.20 ,1094695.80 ,786.60 ,57442.80 ,8905925.10 ,10392282.90 ,108243.30 ,548.10 ,11.70 ,39.00 ,173.70 ,12615.00 ,4.50 ,370.50 ,1203.30 ,13952.70 ,0.30 ,0.30 ,1429.20 ,1982.70 ,2791.50 ,1549.80 ,10.50 ,8.10 ,1.50 ,17.40 ,60.30 ,48.60 ,10.80 ,0.60 ,1.20 ,13.80 
S_68,Class_1,51.60 ,0.00 ,1266.00 ,3261349.50 ,1277286.60 ,1110.60 ,41112.60 ,10835496.30 ,12439104.90 ,135996.90 ,635.40 ,8.70 ,57.90 ,233.70 ,11501.70 ,5.40 ,114.30 ,1317.60 ,15857.70 ,0.60 ,0.30 ,2131.20 ,1870.50 ,3076.50 ,2256.90 ,24.30 ,10.50 ,1.20 ,11.70 ,77.70 ,78.30 ,20.70 ,3.60 ,1.50 ,9.30 
